"card_slug","card_name","issuer","rank","picking_rate_percent","monthly_saving","previous_spend","monthly_cap","rule_count","tier_count","has_external_benchmark","risk_score","priority","risk_signals","source_url","search_queries"
"naver-card-10400","현대카드 대한항공카드 300","현대","356","0.000","0","500000","5000","1","1","false","58","P0","fallback_rule | not_officially_verified","https://www.hyundaicard.com/cpc/cr/CPCCR0201_01.hc?cardflag=RC&cardWcd=KALE2T3&eventCode=KAL61","현대카드 대한항공카드 300 피킹률 | 현대카드 대한항공카드 300 실제 혜택 | 현대 현대카드 대한항공카드 300 카드 추천"
"naver-card-10621","the Purple(M포인트형)","현대","358","0.000","0","500000","5000","1","1","false","58","P0","fallback_rule | not_officially_verified","https://www.hyundaicard.com/cpc/cr/CPCCR0201_01.hc?cardWcd=TPE4&eventCode=ANB04","the Purple(M포인트형) 피킹률 | the Purple(M포인트형) 실제 혜택 | 현대 the Purple(M포인트형) 카드 추천"
"naver-card-10362","현대 아멕스 골드 카드 Edition2","현대","362","0.000","0","500000","1000","1","1","false","58","P0","fallback_rule | not_officially_verified","https://www.hyundaicard.com/cpc/cr/CPCCR0201_01.hc?cardWcd=AMGLE2","현대 아멕스 골드 카드 Edition2 피킹률 | 현대 아멕스 골드 카드 Edition2 실제 혜택 | 현대 현대 아멕스 골드 카드 Edition2 카드 추천"
"naver-card-10361","현대 아멕스 더 플래티넘 카드 Edition2","현대","364","0.000","0","500000","1000","1","1","false","58","P0","fallback_rule | not_officially_verified","https://www.hyundaicard.com/cpc/cr/CPCCR0201_01.hc?cardWcd=AMPTE2","현대 아멕스 더 플래티넘 카드 Edition2 피킹률 | 현대 아멕스 더 플래티넘 카드 Edition2 실제 혜택 | 현대 현대 아멕스 더 플래티넘 카드 Edition2 카드 추천"
"naver-card-10363","현대 아멕스 그린 카드 Edition2","현대","365","0.000","0","500000","1000","1","1","false","58","P0","fallback_rule | not_officially_verified","https://www.hyundaicard.com/cpc/cr/CPCCR0201_01.hc?cardflag=RC&cardWcd=AMGRE2","현대 아멕스 그린 카드 Edition2 피킹률 | 현대 아멕스 그린 카드 Edition2 실제 혜택 | 현대 현대 아멕스 그린 카드 Edition2 카드 추천"
"naver-card-3257","신한카드 Deep Once","신한","369","0.000","0","400000","5000","1","1","false","58","P0","fallback_rule | not_officially_verified","https://www.shinhancard.com/pconts/html/card/apply/credit/1192802_2207.html?EntryLoc2=2969&empSeq=538&btnApp=DP1W&utm_source=naver%5Fcredit&utm_medium=cpc&utm_campaign=online%5Fmobile%5Fdeeponce","신한카드 Deep Once 피킹률 | 신한카드 Deep Once 실제 혜택 | 신한 신한카드 Deep Once 카드 추천"
"naver-card-10464","신한카드 The Best-XO(스카이패스형)","신한","370","0.000","0","500000","20000","1","1","false","58","P0","fallback_rule | not_officially_verified","https://www.shinhancard.com/pconts/html/card/apply/premium/1231479_2205.html?EntryLoc2=3521&empSeq=521&btnApp=DP1Q&utm_source=naver_credit&utm_medium=cpc&utm_campaign=online_mo_bestxocard&utm_content=card&utm_term={keyword}","신한카드 The Best-XO(스카이패스형) 피킹률 | 신한카드 The Best-XO(스카이패스형) 실제 혜택 | 신한 신한카드 The Best-XO(스카이패스형) 카드 추천"
"naver-card-2757","KB국민 예다함카드","KB국민","376","0.000","0","300000","10000","1","1","false","58","P0","fallback_rule | not_officially_verified","https://m.kbcard.com/CRD/DVIEW/MCAMCXHIACRC0002?allianceCode=04485&mainCC=b","KB국민 예다함카드 피킹률 | KB국민 예다함카드 실제 혜택 | KB국민 KB국민 예다함카드 카드 추천"
"naver-card-3258","신한카드 Deep Once Plus","신한","384","0.000","0","400000","5000","1","1","false","58","P0","fallback_rule | not_officially_verified","https://www.shinhancard.com/pconts/html/card/apply/credit/1192801_2207.html?EntryLoc2=2970&empSeq=504&btnApp=E0F1O3J4&utm_source=naver%5Fcredit&utm_medium=cpc&utm_campaign=online%5Fmobile%5Fdeeponceplus","신한카드 Deep Once Plus 피킹률 | 신한카드 Deep Once Plus 실제 혜택 | 신한 신한카드 Deep Once Plus 카드 추천"
"naver-card-10632","대한항공 신한법인 크레딧 신용카드","신한","388","0.000","0","0","1000","1","1","false","58","P0","fallback_rule | not_officially_verified","https://www.shinhancard.com/cconts/html/card_request/card_info/corporate/1227983_7471.html?","대한항공 신한법인 크레딧 신용카드 피킹률 | 대한항공 신한법인 크레딧 신용카드 실제 혜택 | 신한 대한항공 신한법인 크레딧 신용카드 카드 추천"
"naver-card-3959","아메리칸 엑스프레스 블루","삼성","52","3.343","23400","300000","300000","7","1","false","63","P1","estimated_rule | single_tier_high_cap | monthly_cap_outlier | not_officially_verified","https://www.samsungcard.com/personal/card/simple-apply/UHPPCA0225M0.jsp?code=AAP1671&alncmpC=QACDMB09&affcode=QACDMB09&BSCPN=BCTS&BSPRG=MNAVERCARD&BSCCN1=MB_%EC%8B%A0%EA%B2%80_AAP1671_%EC%95%84%EB%A9%94%EB%A6%AC%EC%B9%B8%20%EC%97%91%EC%8A%A4%ED%94%84%EB%A0%88%EC%8A%A4%20%EB%B8%94%EB%A3%A8&utm_campaign=%EC%95%84%EB%A9%94%EB%A6%AC%EC%B9%B8%20%EC%97%91%EC%8A%A4%ED%94%84%EB%A0%88%EC%8A%A4%20%EB%B8%94%EB%A3%A8&utm_medium=CSA&utm_source=%EB%84%A4%EC%9D%B4%EB%B2%84%20%EC%8B%A0%EC%9A%A9%EC%B9%B4%EB%93%9C%20%EA%B2%80%EC%83%89%20%EB%AA%A8%EB%B0%94%EC%9D%BC&utm_term={query}","아메리칸 엑스프레스 블루 피킹률 | 아메리칸 엑스프레스 블루 실제 혜택 | 삼성 아메리칸 엑스프레스 블루 카드 추천"
"naver-card-2337","신한카드 Deep Oil","신한","77","2.238","15667","300000","150000","4","1","false","63","P1","estimated_rule | single_tier_high_cap | monthly_cap_outlier | not_officially_verified","https://www.shinhancard.com/pconts/html/card/apply/credit/1188274_2207.html?EntryLoc2=2871&empSeq=855&btnApp=DP0A1Q3&utm_source=naver_credit&utm_medium=cpc&utm_campaign=online_mo_deepoil","신한카드 Deep Oil 피킹률 | 신한카드 Deep Oil 실제 혜택 | 신한 신한카드 Deep Oil 카드 추천"
"naver-card-10527","스타필드 신한카드","신한","80","2.155","15083","400000","100000","3","1","false","63","P1","estimated_rule | single_tier_high_cap | monthly_cap_outlier | not_officially_verified","https://www.shinhancard.com/pconts/html/card/apply/credit/1233072_2207.html?EntryLoc=3541&empSeq=512&utm_source=naver_credit&utm_medium=cpc&utm_campaign=online_mo_starfield&utm_content=card&utm_term={keyword}","스타필드 신한카드 피킹률 | 스타필드 신한카드 실제 혜택 | 신한 스타필드 신한카드 카드 추천"
"naver-card-10449","the Red Stripe Edition2(M포인트형)","현대","81","2.140","14983","500000","300000","3","1","false","63","P1","estimated_rule | single_tier_high_cap | monthly_cap_outlier | not_officially_verified","https://www.hyundaicard.com/cpc/cr/CPCCR0201_01.hc?cardWcd=TRMSTE2&eventCode=DMVCR","the Red Stripe Edition2(M포인트형) 피킹률 | the Red Stripe Edition2(M포인트형) 실제 혜택 | 현대 the Red Stripe Edition2(M포인트형) 카드 추천"
"naver-card-835","국방복지카드 KB국민 Prestige Members카드","KB국민","85","1.979","13850","300000","300000","4","1","false","63","P1","estimated_rule | single_tier_high_cap | monthly_cap_outlier | not_officially_verified","https://m.kbcard.com/CRD/DVIEW/MCAMCXHIACRC0002?mainCC=b&allianceCode=02280&solicitorcode=7030023030&jehuId=NPAY","국방복지카드 KB국민 Prestige Members카드 피킹률 | 국방복지카드 KB국민 Prestige Members카드 실제 혜택 | KB국민 국방복지카드 KB국민 Prestige Members카드 카드 추천"
"naver-card-3896","taptap SHOPPING","삼성","91","1.760","12317","300000","300000","4","1","false","63","P1","estimated_rule | single_tier_high_cap | monthly_cap_outlier | not_officially_verified","https://www.samsungcard.com/personal/card/simple-apply/UHPPCA0225M0.jsp?code=AAP1668&alncmpC=QACDMB06&affcode=QACDMB06&BSCPN=BCTS&BSPRG=MNAVERCARD&BSCCN1=MB_%EC%8B%A0%EA%B2%80_AAP1668_taptap%20SHOPPING&utm_campaign=taptap%20SHOPPING&utm_medium=CSA&utm_source=%EB%84%A4%EC%9D%B4%EB%B2%84%20%EC%8B%A0%EC%9A%A9%EC%B9%B4%EB%93%9C%20%EA%B2%80%EC%83%89%20%EB%AA%A8%EB%B0%94%EC%9D%BC&utm_term={query}","taptap SHOPPING 피킹률 | taptap SHOPPING 실제 혜택 | 삼성 taptap SHOPPING 카드 추천"
"naver-card-1292","신한카드 B.Big(삑)","신한","93","1.681","11767","300000","300000","3","1","false","63","P1","estimated_rule | single_tier_high_cap | monthly_cap_outlier | not_officially_verified","https://www.shinhancard.com/pconts/html/card/apply/credit/1187938_2207.html?EntryLoc2=2739&empSeq=501&btnApp=E0F1E3J4&utm_source=naver%5Fcredit&utm_medium=cpc&utm_campaign=online%5Fmobile%5Fbbig","신한카드 B.Big(삑) 피킹률 | 신한카드 B.Big(삑) 실제 혜택 | 신한 신한카드 B.Big(삑) 카드 추천"
"naver-card-10608","무신사 삼성카드","삼성","96","1.610","11267","300000","300000","2","1","false","63","P1","estimated_rule | single_tier_high_cap | monthly_cap_outlier | not_officially_verified","https://www.samsungcard.com/personal/card/simple-apply/UHPPCA0225M0.jsp?code=AAP1911&alncmpC=QACDMB45&affcode=QACDMB45&BSCPN=BCTS&BSPRG=MNAVERCARD&BSCCN1=MB_%EC%8B%A0%EA%B2%80_AAP1911_%EB%AC%B4%EC%8B%A0%EC%82%AC%20%EC%82%BC%EC%84%B1%EC%B9%B4%EB%93%9C_musinsa&utm_campaign=%EB%AC%B4%EC%8B%A0%EC%82%AC%20%EC%82%BC%EC%84%B1%EC%B9%B4%EB%93%9C&utm_medium=naver&utm_source=%EB%84%A4%EC%9D%B4%EB%B2%84%20%EC%8B%A0%EC%9A%A9%EC%B9%B4%EB%93%9C%20%EA%B2%80%EC%83%89%20%EB%AA%A8%EB%B0%94%EC%9D%BC&utm_term={query}","무신사 삼성카드 피킹률 | 무신사 삼성카드 실제 혜택 | 삼성 무신사 삼성카드 카드 추천"
"naver-card-2348","신한카드 경차사랑 Life","신한","113","1.261","8824","300000","300000","1","1","false","63","P1","estimated_rule | single_tier_high_cap | monthly_cap_outlier | not_officially_verified","https://www.shinhancard.com/pconts/html/card/apply/credit/1188377_2207.html?EntryLoc2=2893&empSeq=502&btnApp=VJ1&utm_source=naver_credit&utm_medium=cpc&utm_campaign=online_mobile_smallcar","신한카드 경차사랑 Life 피킹률 | 신한카드 경차사랑 Life 실제 혜택 | 신한 신한카드 경차사랑 Life 카드 추천"
"naver-card-10219","zgm.휴가중카드","NH농협","124","1.131","7917","500000","100000","3","1","false","63","P1","estimated_rule | single_tier_high_cap | monthly_cap_outlier | not_officially_verified","https://card.nonghyup.com/index_cardProd.html?SERVICE_ID=IPCC2021R&NAVIGATE_TYPE=1&cd_wrs_sqno=90010184&FromSite=53","zgm.휴가중카드 피킹률 | zgm.휴가중카드 실제 혜택 | NH농협 zgm.휴가중카드 카드 추천"
"naver-card-115","KB국민 굿데이카드","KB국민","131","0.798","5583","300000","100000","1","1","false","63","P1","estimated_rule | single_tier_high_cap | monthly_cap_outlier | not_officially_verified","https://m.kbcard.com/CRD/DVIEW/MCAMCXHIACRC0002?allianceCode=09061&mainCC=b","KB국민 굿데이카드 피킹률 | KB국민 굿데이카드 실제 혜택 | KB국민 KB국민 굿데이카드 카드 추천"
"naver-card-10489","현대카드M-경차전용카드 Edition2(유류세환급)","현대","132","0.792","5544","300000","120000","2","1","false","63","P1","estimated_rule | single_tier_high_cap | monthly_cap_outlier | not_officially_verified","https://www.hyundaicard.com/cpc/cr/CPCCR0201_01.hc?cardflag=J&cardWcd=MSCRE2&eventCode=NCL5Y","현대카드M-경차전용카드 Edition2(유류세환급) 피킹률 | 현대카드M-경차전용카드 Edition2(유류세환급) 실제 혜택 | 현대 현대카드M-경차전용카드 Edition2(유류세환급) 카드 추천"
"naver-card-10554","BC 바로 ZONE 카드","BC","133","0.774","5417","300000","300000","2","1","false","63","P1","estimated_rule | single_tier_high_cap | monthly_cap_outlier | not_officially_verified","https://app.paybooc.co.kr/ui/appLink?landingId=P0901PG002W&cardPdctCd=104520&incnChnlDv=Mobile&affiCd=R011","BC 바로 ZONE 카드 피킹률 | BC 바로 ZONE 카드 실제 혜택 | BC BC 바로 ZONE 카드 카드 추천"
"naver-card-10543","현대카드M-화물차유가보조금카드","현대","179","0.518","3624","0","300000","2","1","false","63","P1","estimated_rule | single_tier_high_cap | monthly_cap_outlier | not_officially_verified","https://www.hyundaicard.com/cpc/cr/CPCCR0201_01.hc?cardWcd=MLSB","현대카드M-화물차유가보조금카드 피킹률 | 현대카드M-화물차유가보조금카드 실제 혜택 | 현대 현대카드M-화물차유가보조금카드 카드 추천"
"naver-card-10035","신한카드 국민행복","신한","215","0.393","2750","300000","300000","1","1","false","63","P1","estimated_rule | single_tier_high_cap | monthly_cap_outlier | not_officially_verified","https://www.shinhancard.com/pconts/html/card/apply/credit/1200235_2207.html?EntryLoc2=3040&empSeq=1&btnApp=DP013G&utm_source=naver_credit&utm_medium=cpc&utm_campaign=online_khappy","신한카드 국민행복 피킹률 | 신한카드 국민행복 실제 혜택 | 신한 신한카드 국민행복 카드 추천"
"naver-card-10187","zgm.the pay카드","NH농협","232","0.313","2190","0","100000","2","1","false","63","P1","estimated_rule | single_tier_high_cap | monthly_cap_outlier | not_officially_verified","https://card.nonghyup.com/index_cardProd.html?SERVICE_ID=IPCC2021R&NAVIGATE_TYPE=1&cd_wrs_sqno=90010178&FromSite=53","zgm.the pay카드 피킹률 | zgm.the pay카드 실제 혜택 | NH농협 zgm.the pay카드 카드 추천"
"naver-card-10541","현대카드X-화물차유가보조금카드(S-OIL)","현대","259","0.030","210","0","300000","2","1","false","63","P1","estimated_rule | single_tier_high_cap | monthly_cap_outlier | not_officially_verified","https://www.hyundaicard.com/cpc/cr/CPCCR0201_01.hc?cardWcd=LSBSOILX&eventCode=NCL7C","현대카드X-화물차유가보조금카드(S-OIL) 피킹률 | 현대카드X-화물차유가보조금카드(S-OIL) 실제 혜택 | 현대 현대카드X-화물차유가보조금카드(S-OIL) 카드 추천"
"naver-card-10542","현대카드X-화물차유가보조금카드(SK에너지)","현대","260","0.029","200","0","300000","2","1","false","63","P1","estimated_rule | single_tier_high_cap | monthly_cap_outlier | not_officially_verified","https://www.hyundaicard.com/cpc/cr/CPCCR0201_01.hc?cardWcd=LSBSKENX&eventCode=NCL7D","현대카드X-화물차유가보조금카드(SK에너지) 피킹률 | 현대카드X-화물차유가보조금카드(SK에너지) 실제 혜택 | 현대 현대카드X-화물차유가보조금카드(SK에너지) 카드 추천"
"naver-card-10623","카드의정석2 SUPER","우리","265","0.000","0","0","100000","2","1","false","63","P1","estimated_rule | single_tier_high_cap | monthly_cap_outlier | not_officially_verified","https://m.wooricard.com/dcmw/yh1/crd/crd01/M1CRD101S02.do?cdPrdCd=500044&canvasser=88801075&utm_source=naver_cs&utm_medium=cpc&utm_campaign=M_카드섹션&utm_content=%EC%B9%B4%EB%93%9C%EC%9D%98%EC%A0%95%EC%84%9D2%20SUPER","카드의정석2 SUPER 피킹률 | 카드의정석2 SUPER 실제 혜택 | 우리 카드의정석2 SUPER 카드 추천"
"naver-card-10453","롯데멤버스 카드 - 프리미엄","롯데","286","0.000","0","500000","150000","2","1","false","63","P1","estimated_rule | single_tier_high_cap | monthly_cap_outlier | not_officially_verified","http://m.lottecard.co.kr/spa/card/booth?bId=97152&vtCdKndC=P15651-A15651&npayUseYn=Y&utm_source=sa_naver_cs&utm_medium=cpc&utm_campaign=m_card_application&utm_content=2503_members_P_03&utm_term=신용카드","롯데멤버스 카드 - 프리미엄 피킹률 | 롯데멤버스 카드 - 프리미엄 실제 혜택 | 롯데 롯데멤버스 카드 - 프리미엄 카드 추천"
"naver-card-10515","디지로카 Travel 프리미엄","롯데","315","0.000","0","0","100000","3","1","false","63","P1","estimated_rule | single_tier_high_cap | monthly_cap_outlier | not_officially_verified","http://m.lottecard.co.kr/spa/card/booth?bId=101479&vtCdKndC=P15736-A15736&npayUseYn=Y&utm_source=sa_naver_cs&utm_medium=cpc&utm_campaign=m_card_application&utm_content=2507_travelP_01&utm_term=신용카드","디지로카 Travel 프리미엄 피킹률 | 디지로카 Travel 프리미엄 실제 혜택 | 롯데 디지로카 Travel 프리미엄 카드 추천"
"naver-card-10545","힐튼 아너스 아멕스","롯데","329","0.000","0","500000","247000","1","1","false","63","P1","estimated_rule | single_tier_high_cap | monthly_cap_outlier | not_officially_verified","http://m.lottecard.co.kr/spa/card/booth?bId=102597&vtCdKndC=P14733-A14733&npayUseYn=Y&utm_source=sa_naver_cs&utm_medium=cpc&utm_campaign=m_card_application&utm_content=2510_hilton_01&utm_term=신용카드","힐튼 아너스 아멕스 피킹률 | 힐튼 아너스 아멕스 실제 혜택 | 롯데 힐튼 아너스 아멕스 카드 추천"
"naver-card-10535","코웨이 신한카드","신한","348","0.000","0","1500000","300000","1","1","false","63","P1","estimated_rule | single_tier_high_cap | monthly_cap_outlier | not_officially_verified","https://www.shinhancard.com/pconts/html/card/apply/credit/1234723_2207.html?EntryLoc=4450&empSeq=503&utm_source=naver_credit&utm_medium=cpc&utm_campaign=online_mobile_coway","코웨이 신한카드 피킹률 | 코웨이 신한카드 실제 혜택 | 신한 코웨이 신한카드 카드 추천"
"naver-card-10277","LOCA PLATINUM(할인형)","롯데","379","0.000","0","0","100000","10","1","false","63","P1","estimated_rule | single_tier_high_cap | monthly_cap_outlier | not_officially_verified","https://m.lottecard.co.kr/spa/card/booth?bId=88701&vtCdKndC=P13383-A13383&npayUseYn=Y","LOCA PLATINUM(할인형) 피킹률 | LOCA PLATINUM(할인형) 실제 혜택 | 롯데 LOCA PLATINUM(할인형) 카드 추천"
"naver-card-10571","LOCA Biz+","롯데","387","0.000","0","1000000","200000","9","1","false","63","P1","estimated_rule | single_tier_high_cap | monthly_cap_outlier | not_officially_verified","http://m.lottecard.co.kr/spa/card/booth?bId=103748&npayUseYn=Y&vtCdKndC=P15769-A15769&utm_source=sa_naver_cs&utm_medium=cpc&utm_campaign=m_card_application&utm_content=2601_bizplus_01&utm_term=신용카드","LOCA Biz+ 피킹률 | LOCA Biz+ 실제 혜택 | 롯데 LOCA Biz+ 카드 추천"
"naver-card-10479","미미(美米)카드","NH농협","46","3.952","27667","400000","30000","1","1","false","61","P1","estimated_rule | single_tier_high_cap | top_rank_without_external_benchmark | not_officially_verified","https://card.nonghyup.com/index_cardProd.html?SERVICE_ID=IPCC2021R&NAVIGATE_TYPE=1&cd_wrs_sqno=90010543&FromSite=53","미미(美米)카드 피킹률 | 미미(美米)카드 실제 혜택 | NH농협 미미(美米)카드 카드 추천"
"naver-card-10570","LOCA Biz","롯데","47","3.929","27500","500000","30000","9","1","false","61","P1","estimated_rule | single_tier_high_cap | top_rank_without_external_benchmark | not_officially_verified","http://m.lottecard.co.kr/spa/card/booth?bId=103747&vtCdKndC=P15766-A15766&npayUseYn=Y&utm_source=sa_naver_cs&utm_medium=cpc&utm_campaign=m_card_application&utm_content=2601_biz_01&utm_term=신용카드","LOCA Biz 피킹률 | LOCA Biz 실제 혜택 | 롯데 LOCA Biz 카드 추천"
"naver-card-10569","디지로카 Link","롯데","48","3.929","27500","500000","30000","10","1","false","61","P1","estimated_rule | single_tier_high_cap | top_rank_without_external_benchmark | not_officially_verified","http://m.lottecard.co.kr/spa/card/booth?bId=103745&vtCdKndC=P15787-A15787&npayUseYn=Y&utm_source=sa_naver_cs&utm_medium=cpc&utm_campaign=m_card_application&utm_content=2601_link_01&utm_term=신용카드","디지로카 Link 피킹률 | 디지로카 Link 실제 혜택 | 롯데 디지로카 Link 카드 추천"
"naver-card-10313","zgm living카드","NH농협","49","3.690","25833","500000","30000","3","1","false","61","P1","estimated_rule | single_tier_high_cap | top_rank_without_external_benchmark | not_officially_verified","https://card.nonghyup.com/index_cardProd.html?SERVICE_ID=IPCC2021R&NAVIGATE_TYPE=1&cd_wrs_sqno=90010504&FromSite=53","zgm living카드 피킹률 | zgm living카드 실제 혜택 | NH농협 zgm living카드 카드 추천"
"naver-card-10314","zgm shopping카드","NH농협","50","3.690","25833","500000","30000","3","1","false","61","P1","estimated_rule | single_tier_high_cap | top_rank_without_external_benchmark | not_officially_verified","https://card.nonghyup.com/index_cardProd.html?SERVICE_ID=IPCC2021R&NAVIGATE_TYPE=1&cd_wrs_sqno=90010505&FromSite=53","zgm shopping카드 피킹률 | zgm shopping카드 실제 혜택 | NH농협 zgm shopping카드 카드 추천"
